338,10-04-2016,2.3040000000000003,5.6339999999999995,419,0,921.0,92,41,4,659.0
339,11-04-2016,3.4189999999999996,17.422,1338,34,674.0,290,14,61,1.9280000000000002
340,12-04-2016,3.179,14.475,1092,14,664.0,291,10,47,1.696
341,13-04-2016,3.427,17.777,1366,20,696.0,276,10,80,1.9669999999999999
342,14-04-2016,3.4789999999999996,19.087,1465,17,711.0,221,12,96,1.954
343,15-04-2016,3.5010000000000003,16.29,122,12,467.0,427,25,11,2.166
344,16-04-2016,3.342,14.252,1064,6,675.0,323,60,18,1.9469999999999998
345,17-04-2016,2.7689999999999997,8.262,614,3,1.089,302,0,0,1.266
346,18-04-2016,3.486,19.45,1506,18,860.0,190,6,98,1.926
347,19-04-2016,3.596,17.232,1361,17,1.002,262,4,88,2.085
348,20-04-2016,3.321,16.945999999999998,1293,25,762.0,238,5,67,1.795
349,21-04-2016,3.464,19.183,1467,24,723.0,218,7,97,1.964
350,22-04-2016,3.3280000000000003,12.963,966,10,404.0,436,14,10,2.02
351,23-04-2016,2.612,6.456,48,6,782.0,305,0,0,1.135
352,24-04-2016,2.863,10.413,773,6,700.0,269,28,24,1.411
353,25-04-2016,3.175,10.499,78,0,661.0,430,9,4,1.805
354,26-04-2016,3.3569999999999998,17.226,1297,19,751.0,185,16,95,1.798
355,27-04-2016,3.6310000000000002,19.784000000000002,1551,25,694.0,151,26,128,2.07
356,28-04-2016,4.03,25.570999999999998,193,15,606.0,293,42,129,2.7110000000000003
357,29-04-2016,3.4419999999999997,17.528,1336,15,594.0,239,8,82,1.931
